Fighter,Opponent,W/L,Method,Competition,Weight,Stage,Year
Mason Fowler,Gutemberg Pereira,W,Choke from back,Brasileiro,O100KG,4F,2022
Mason Fowler,Herico Hesley,W,Choke from back,Brasileiro,O100KG,SF,2022
Mason Fowler,Pedro Alex,W,Choke from back,Brasileiro,O100KG,F,2022
Mason Fowler,Kywan Gracie,W,Armbar,Polaris 20,ABS,RR,2022
Mason Fowler,Fabricio Andrey,D,---,Polaris 20,ABS,RR,2022
Mason Fowler,Igor Tanabe,D,---,Polaris 20,ABS,RR,2022
Mason Fowler,Pat Shahgholi,W,Armbar,UFC Invitational,ABS,4F,2022
Mason Fowler,Patrick Gaudio,W,Triangle,UFC Invitational,ABS,SF,2022
Mason Fowler,Nick Griffith,W,EBI/OT,UFC Invitational,ABS,F,2022
Mathias Luna,Helton Jose,L,Pts: 0x0,N. Orleans Open,ABS,F,2022
Mathias Luna,Tainan Dalpra,L,Choke from back,LA Open,82KG,F,2022
Mathias Luna,Fellipe Andrew,L,Points,LA Open,ABS,F,2022
Mathias Luna,Jeferson Guaresi,L,Referee Decision,Pan American,82KG,SF,2022
Mathias Luna,Sergio Rios,L,Points,Warrior Challenger,ABS,R1,2022
Mathias Luna,Guthierry Barbosa,L,Points,SD Open,ABS,4F,2022
Mathias Luna,Jeferson Guaresi,L,Pts: 4x0,World Champ.,82KG,8F,2022
Mathias Luna,Johnatha Alves,L,Referee Decision,IBJJF GP,82KG,SPF,2022
Mathias Luna,Alexander Lane,W,Points,N. Orleans Open,82KG,F,2022
Mathias Luna,Augusto Maciel,W,Pts: 8x0,N. Orleans Open,ABS,4F,2022
Mathias Luna,Arthur Detanico,W,Pts: 2x2,N. Orleans Open,ABS,SF,2022
Mathias Luna,Yue Goh,W,RNC,LA Open,82KG,4F,2022
Mathias Luna,Piter Frank,W,Bow and arrow,LA Open,82KG,SF,2022
Mathias Luna,Thiago Andrade,W,N/A,LA Open,ABS,R1,2022
Mathias Luna,Austin Baker,W,Points,LA Open,ABS,SF,2022
Mathias Luna,Caio Caetano,W,Pts: 13x6,Pan American,82KG,R2,2022
Mathias Luna,Leonardo Lara,W,Pts: 2x0,Pan American,82KG,4F,2022
Mathias Luna,Vinicius Wong,W,Points,SD Open,82KG,SF,2022
Mathias Luna,Cesar Predes,W,Points,SD Open,82KG,F,2022
Mathias Luna,Carlos Neto,W,Pts: 2x0,Houston Open,82KG,4F,2022
Mathias Luna,Eduardo Avelar,W,Pts: 2x0,Houston Open,82KG,SF,2022
Mathias Luna,Levi Jones,W,Referee Decision,Houston Open,82KG,F,2022
Mathias Luna,Rehan Muttalib,W,Pts: 10x2,World Champ.,82KG,R1,2022
Maurício Oliveira,Mica Galvao,L,Injury,BJJ Stars,83KG,SF,2022
Maurício Oliveira,Pedro Machado,W,Referee Decision,BJJ Stars,83KG,4F,2022
Mayssa Bastos,Anna Rodrigues,L,Pts: 4x0,IBJJF GP,64KG,SF,2022
Mayssa Bastos,Luiza Monteiro,L,Pts: 2x2,IBJJF GP,64KG,3RD,2022
Mayssa Bastos,Brianna Ste-Marie,L,Referee Decision,WNO,61KG,SPF,2022
Mayssa Bastos,Duda Tozoni,W,Choke from back,European Open,53KG,SF,2022
Mayssa Bastos,Rose Sharouni,W,Armbar,European Open,53KG,F,2022
Mayssa Bastos,Jhenifer Aquino,W,Pts: 4x0,Pan American,49KG,SF,2022
Mayssa Bastos,Lavinia Barbosa,W,Pts: 9x0,Pan American,49KG,F,2022
Mayssa Bastos,Duda Tozoni,W,Pts: 11x0,Brasileiro,49KG,SF,2022
Mayssa Bastos,Mariana Rolszt,W,Choke from back,Brasileiro,49KG,F,2022
Mayssa Bastos,Vicky Hoang,W,Omoplata,World Champ.,49KG,4F,2022
Mayssa Bastos,Serena Gabrieli,W,Short choke,World Champ.,49KG,SF,2022
Mayssa Bastos,Brenda Larissa,W,Pts: 6x4,World Champ.,49KG,F,2022
Max Lindblad,Marcio Andre,L,Choke from back,European Open,76KG,4F,2022
Max Lindblad,Gyula Szabo,L,Referee Decision,London FNGO,79KG,F,2022
Max Lindblad,C. Negromonte,L,Katagatame,London FNGO,ABS,4F,2022
Max Lindblad,Lucas Protasio,L,Pts: 1x0,World Pro,77KG,F,2022
Max Lindblad,Severi Nendnen,W,Triangle,European Open,76KG,R1,2022
Max Lindblad,Adrian Kozisz,W,Points,Dublin Open,82KG,4F,2022
Max Lindblad,Gyla Szabo,W,Points,London FO,82KG,SF,2022
Max Lindblad,Oscar Gugala,W,Points,London FO,82KG,F,2022
Max Lindblad,Oscar Gugala,W,Points,London FO,ABS,4F,2022
Max Lindblad,Burak Sarman,W,Pts: 5x2,World Pro,77KG,R1,2022
Max Lindblad,Ahmed Laaribi,W,Pts: 7x0,World Pro,77KG,8F,2022
Max Lindblad,Sebastian Guevara,W,Pts: 4x2,World Pro,77KG,4F,2022
Max Lindblad,Marinaldo Morais,W,Pts: 3x1,World Pro,77KG,SF,2022
Meyram Maquine,Israel Sousa,L,Referee Decision,Grand Slam MIA,69KG,F,2022
Meyram Maquine,Matheus Gabriel,L,Pts: 2x0,BJJ Stars,76KG,F,2022
Meyram Maquine,Lucas Feitosa,W,Choke from back,Grand Slam LDN,62KG,4F,2022
Meyram Maquine,Marcos Froede,W,Pts: 7x0,Grand Slam LDN,62KG,SF,2022
Meyram Maquine,Hiago George,W,Pts: 7x1,Grand Slam LDN,62KG,F,2022
Meyram Maquine,Diogo Reis,W,Pts: 12x10,Pan American,64KG,R2,2022
Meyram Maquine,Keven Carrasco,W,Choke from back,Pan American,64KG,4F,2022
Meyram Maquine,Tomoyuki Hashimoto,W,Pts: 0x0,Pan American,64KG,SF,2022
Meyram Maquine,Lucas Pinheiro,W,Pts: 7x2,Pan American,64KG,F,2022
Meyram Maquine,Sami Hamdam,W,Armbar,President Cup,N/A,NA,2022
Meyram Maquine,Saud Alhosami,W,Choke from back,President Cup,N/A,F,2022
Meyram Maquine,Alex Sodre,W,Pts: 5x2,King of Mats,69KG,RR,2022
Meyram Maquine,Alex Sodre,W,Pts: 8x0,King of Mats,69KG,RR,2022
Meyram Maquine,Lucas Pinheiro,W,DQ,King of Mats,69KG,SF,2022
Meyram Maquine,Isaac Doederlein,W,Pts: 2x1,King of Mats,69KG,F,2022
Meyram Maquine,Wesley Santos,W,Choke from back,World Champ.,64KG,8F,2022
Meyram Maquine,Pedro Dias,W,Choke from back,World Champ.,64KG,4F,2022
Meyram Maquine,Hiago George,W,Armbar,World Champ.,64KG,SF,2022
Meyram Maquine,Diego Oliveira,W,Referee Decision,World Champ.,64KG,F,2022
Meyram Maquine,Ivan Strick,W,Armbar,Grand Slam RJ,69KG,R1,2022
Meyram Maquine,Nasser Faraj,W,Armbar,Grand Slam RJ,69KG,8F,2022
Meyram Maquine,Artur Oliveira,W,RNC,Grand Slam RJ,69KG,4F,2022
Meyram Maquine,Fernando Favari,W,Choke from back,Grand Slam RJ,69KG,SF,2022
Meyram Maquine,Alessandro Botelho,W,Pts: 2x1,Grand Slam RJ,69KG,F,2022
Meyram Maquine,Cleivan Silva,W,RNC,Brasileiro NoGi,67KG,R1,2022
Meyram Maquine,Hoanes Nacib,W,Armbar,Brasileiro NoGi,67KG,4F,2022
Meyram Maquine,Daniel Groot,W,Triangle armlock,Brasileiro NoGi,67KG,SF,2022
Meyram Maquine,Artur Lanes,W,RNC,Brasileiro NoGi,67KG,F,2022
Meyram Maquine,Danilo Moreira,W,Choke from back,Grand Slam MIA,69KG,4F,2022
Meyram Maquine,Alex Sodre,W,Pts: 7x0,Grand Slam MIA,69KG,SF,2022
Meyram Maquine,Guthiery Melo,W,Choke from back,UAE Nat Pro,69KG,SF,2022
Meyram Maquine,Valmecir Junior,W,Armbar,UAE Nat Pro,69KG,F,2022
Meyram Maquine,Hamdan Almans,W,Armbar,VP Cup,69KG,R1,2022
Meyram Maquine,Humaid Alblooshi,W,Choke from back,VP Cup,69KG,4F,2022
Meyram Maquine,M. Almenhali,W,Armbar,VP Cup,69KG,SF,2022
Meyram Maquine,Mohamed Alsuw,W,Armbar,VP Cup,69KG,F,2022
Meyram Maquine,Pedro Maia,W,Pts: 7x0,BJJ Stars,76KG,4F,2022
Meyram Maquine,Luiz Paulo,W,Pts: 0x0,BJJ Stars,76KG,SF,2022
Meyram Maquine,Douglas Ramos,W,Bow and arrow,WP Qualifier,62KG,RR,2022
Meyram Maquine,Thiago Oliveira,W,Bow and arrow,WP Qualifier,62KG,RR,2022
Meyram Maquine,Guthiery Melo,W,Pts: 7x0,WP Qualifier,62KG,RR,2022
Meyram Maquine,Sebastian Serpa,W,Pts: 3x1,World Pro,62KG,R1,2022
Meyram Maquine,Nariman Mynbayev,W,Choke from back,World Pro,62KG,4F,2022
Meyram Maquine,Jonas Andrade,W,Triangle armlock,World Pro,62KG,SF,2022
Meyram Maquine,Omar Alfadhli,W,Choke from back,World Pro,62KG,F,2022
Mica Galvao,Matheus Batista,W,Armbar,Curitiba Open,82KG,R1,2022
Mica Galvao,Elder Junior,W,Yoko sankaku,Curitiba Open,82KG,4F,2022
Mica Galvao,Everton Freitas,W,Armbar,Curitiba Open,82KG,SF,2022
Mica Galvao,Dante Leon,W,Referee Decision,WNO 12,83KG,SPF,2022
Mica Galvao,Leandro Lo,W,Pts: 0x0,BJJ Stars,83KG,4F,2022
Mica Galvao,Mauricio Oliveira,W,Injury,BJJ Stars,83KG,SF,2022
Mica Galvao,Lucas Barbosa,W,Bow and arrow,BJJ Stars,83KG,F,2022
Mica Galvao,Alexandre Cavaliere,W,DQ,Brasileiro,82KG,R1,2022
Mica Galvao,Wallisson Oliveira,W,Choke from back,Brasileiro,82KG,4F,2022
Mica Galvao,Pedro Maia,W,Yoko sankaku,Brasileiro,82KG,SF,2022
Mica Galvao,Servio Tulio,W,Armbar,Brasileiro,82KG,F,2022
Mica Galvao,Paulo Gabriel,W,Pts: 4x4,World Champ.,76KG,R1,2022
Mica Galvao,Matheus Gabriel,W,Pts: 4x2,World Champ.,76KG,4F,2022
Mica Galvao,Jonnatas Gracie,W,Bow and arrow,World Champ.,76KG,SF,2022
Mica Galvao,Tye Ruotolo,W,Pts: 2x0,World Champ.,76KG,F,2022
Mica Galvao,Keith Krikorian,D,---,Polaris 20,ABS,RR,2022
Mica Galvao,Geo Martinez,D,---,Polaris 20,ABS,RR,2022
Mica Galvao,Keith Krikorian,W,Armbar,Polaris 20,ABS,RR,2022
Mica Galvao,Nick Ronan,D,---,Polaris 20,ABS,RR,2022
Mica Galvao,Keith Krikorian,W,Triangle,Polaris 20,ABS,RR,2022
Mica Galvao,Mason Fowler,D,---,Polaris 20,ABS,RR,2022
Mica Galvao,Jack Tyley,W,RNC,Honor Challenge,85KG,SF,2022
Mica Galvao,Alan Sanchez,W,RNC,WNO 14,83KG,SPF,2022
Mica Galvao,Jed Hue,W,Armlock,Honor Challenge,85KG,F,2022
Mike Perez,Roberto Abreu,L,Pts: 15x0,NoGi Worlds,ABS,4F,2022
Mike Perez,Ellis Younger,L,Pts: 4x2,NoGi Worlds,73KG,8F,2022
Mike Perez,Gianni Grippo,W,Pts: 2x0,NoGi Worlds,ABS,8F,2022
Murilo Amaral,Ariel Tabak,W,Referee Decision,Pan Pacific,76KG,F,2022
Murilo Amaral,Marcelo Gomide,L,Adv,Pan Pacific,ABS,SF,2022
Murilo Santana,Yan Lucas,L,Pts: 2x0,Pan American,88KG,R1,2022
Murilo Santana,Rafael Paganini,L,Guillotine,Brasileiro,88KG,SF,2022
Murilo Santana,Isaque Bahiense,L,Pts: 4x0,World Champ.,88KG,8F,2022
Murilo Santana,Rehan Muttalib,W,Armbar,Charleston Open,88KG,SF,2022
Murilo Santana,Reyson Lima,W,Pts: 8x0,Brasileiro,88KG,4F,2022
Murilo Santana,Alexandre Rocha,W,Choke from back,World Champ.,88KG,R1,2022
Natan Chueng,Tommy Langaker,L,Pts: 1x0,King of Mats,85KG,RR,2022
Natan Chueng,Uanderson Ferreira,L,Pts: 2x1,King of Mats,85KG,SF,2022
Natan Chueng,Ademir Barreto,L,Pts: 3x2,Grand Slam LDN,77KG,SF,2022
Natan Chueng,Marcelo Fausto,L,Pts: 4x2,Grand Slam LDN,77KG,RPC,2022
Natan Chueng,Johnatha Alves,L,Choke from back,Pan American,76KG,SF,2022
Natan Chueng,Luiz Santos,L,Points,Brasileiro,76KG,4F,2022
Natan Chueng,Levi Jones,L,Pts: 2x0,World Champ.,76KG,8F,2022
Natan Chueng,Lucas Protasio,L,Pts: 1x0,Grand Slam RJ,77KG,SF,2022
Natan Chueng,Yan Lucas,L,Referee Decision,Grand Slam RJ,77KG,3RD,2022
Natan Chueng,Luiz Santos,L,Pts: 2x0,Rio BJJ Pro,82KG,4F,2022
Natan Chueng,Marcus Vinicius,W,Pts: 9x0,Rio SMO,82KG,4F,2022
Natan Chueng,Kauan Barboza,W,Pts: 2x0,Rio SMO,82KG,SF,2022
Natan Chueng,Darlan Casaca,W,Pts: 7x2,Rio SMO,82KG,F,2022
Natan Chueng,Nathan Mendelshon,W,Pts: 2x0,King of Mats,85KG,RR,2022
Natan Chueng,Lucas Gualberto,W,Referee Decision,King of Mats,85KG,3RD,2022
Natan Chueng,Italo Moura,W,Pts: 2x0,Pan American,76KG,R2,2022
Natan Chueng,Rodrigo Freitas,W,Pts: 0x0,Pan American,76KG,4F,2022
Natan Chueng,Guilherme Rocha,W,Choke from back,World Champ.,76KG,R1,2022
Natan Chueng,Marcelo Pereira,W,Pts: 2x0,Grand Slam RJ,77KG,R2,2022
Natan Chueng,Wesley Possamai,W,Pts: 4x1,Grand Slam RJ,77KG,8F,2022
Natan Chueng,Jhonathan Marques,W,Pts: 5x4,Grand Slam RJ,77KG,4F,2022
Natan Chueng,Andre Cantanhede,W,Armbar,Grand Slam RJ,77KG,RPC,2022
Natan Chueng,Gledson Soto,W,Guillotine,Brasileiro NoGi,73KG,R1,2022
Natan Chueng,Bernardo Dib,W,Pts: 10x0,Brasileiro NoGi,73KG,4F,2022
Natan Chueng,Yan Silveira,W,Pts: 4x0,Brasileiro NoGi,73KG,F,2022
Natan Chueng,Luis Ribas,W,Pts: 2x0,SP Open,76KG,F,2022
Natan Chueng,Luis Ribas,W,Choke from back,Rio BJJ Pro,82KG,R1,2022
Natan Chueng,Luiz Guilherme,W,Choke from back,South American,76KG,4F,2022
Natan Chueng,Iranslav Neoral,W,Choke from back,South American,76KG,SF,2022
Natan Chueng,Vinicius Pereira,W,Choke from back,South American,76KG,F,2022
Natan Chueng,Wily Santana,W,RNC,Balneario Open,76KG,SF,2022
Natan Chueng,Iranslav Neoral,W,Pts: 12x0,Balneario Open,76KG,F,2022
Nathannael Fernandes,Leonardo Mario,L,Pts: 3x2,Grand Slam RJ,62KG,R1,2022
Nathannael Fernandes,Zayed Alkatheeri,L,Referee Decision,World Pro,56KG,F,2022
Nathannael Fernandes,Jesse Araujo,W,Botinha,Rio Fall Open,64KG,4F,2022
Nathannael Fernandes,Kaue Berger,W,Botinha,Rio Fall Open,64KG,SF,2022
Nathannael Fernandes,Welerson Goncalves,W,Pts: 2x1,World Pro,56KG,SF,2022
Nicholas Meregali,Erich Munis,L,Pts: 6x4,World Champ.,100KG,F,2022
Nicholas Meregali,Arnaldo Maidana,W,Armbar,WNO 12,O92KG,SPF,2022
Nicholas Meregali,Marcos Carrozzino,W,Choke from back,Brasileiro,100KG,4F,2022
Nicholas Meregali,Marcus Ribeiro,W,Loop choke,Brasileiro,100KG,SF,2022
Nicholas Meregali,Fellipe Andrew,W,Choke from back,Brasileiro,100KG,F,2022
Nicholas Meregali,Davi Souza,W,Armbar,World Champ.,100KG,8F,2022
Nicholas Meregali,Helton Jose,W,Choke from back,World Champ.,100KG,4F,2022
Nicholas Meregali,Seif Houmine,W,Loop choke,World Champ.,ABS,8F,2022
Nicholas Meregali,Wallace Costa,W,Loop choke,World Champ.,ABS,4F,2022
Nicholas Meregali,Fellipe Andrew,W,Armbar,World Champ.,ABS,SF,2022
Nicholas Meregali,Erich Munis,W,Pts: 0x0,World Champ.,ABS,F,2022
Nicholas Meregali,Breylor Grout,W,Arm triangle,WNO 13,O93KG,SPF,2022
Nicholas Meregali,Rafael Lovato,W,Referee Decision,WNO 14,93KG,SPF,2022
Nick Rodriguez,Elder Cruz,L,Referee Decision,WNO 11,O93KG,SPF,2022
Nick Rodriguez,Sloan Climer,L,Referee Decision,SUBVERSIV 7,ABS,4F,2022
Nick Rodriguez,Gordon Ryan,L,EBI/OT,UFC Invitational,ABS,SPF,2022
Nick Salles,Fabricio Barbarotti,L,Pts: 4x2,Atlanta WO,76KG,F,2022
Nick Salles,Thiago Macedo,L,Pts: 3x0,Pan American,70KG,4F,2022
Nick Salles,Israel Sousa,L,Pts: 10x8,World Champ.,70KG,R1,2022
Nick Salles,Lukete Silva,W,Pts: 9x0,Atlanta WO,76KG,4F,2022
Nick Salles,Guilherme Rocha,W,Triangle,Atlanta WO,76KG,SF,2022
Nick Salles,Theodore Sanders,W,Choke from back,N. Orleans Open,76KG,SF,2022
Nick Salles,Matheus Galvao,W,Pts: 4x2,N. Orleans Open,76KG,F,2022
Nick Salles,Raul Basilio,W,Referee Decision,Pan American,70KG,R1,2022
Nick Salles,Andrew Pardee,W,Armbar,Washington DCO,76KG,RR,2022
Nick Salles,Francis Kubach,W,Armbar,Washington DCO,76KG,F,2022
Nick Salles,Diego Saraiva,W,Choke from back,Charleston FO,76KG,F,2022
Nicholas Meregali,Fellipe Andrew,W,Choke from back,World Champ.,100KG,SF,2022
Nobuhiro Sawada,Cory Walker,L,Pts: 2x0,Washington DCO,58KG,4F,2022
Nobuhiro Sawada,Cory Walker,L,Pts: 2x0,Washington DCO,58KG,F,2022
Nobuhiro Sawada,Coco Izutsu,L,Pts: 2x2,NoGi Worlds,55KG,4F,2022
Nobuhiro Sawada,Jhonathas Ramos,W,Choke from back,Washington DCO,58KG,SF,2022
Nobuhiro Sawada,Christopher Tran,W,Pts: 6x4,NoGi Worlds,55KG,R1,2022
Oliver Taza,Alan Sanchez,L,EBI/OT,EBI 19,77KG,F,2022
Oliver Taza,Andy Varela,L,Referee Decision,F2W198,N/A,SPF,2022
Oliver Taza,Johnny Tama,L,Referee Decision,Nashville NGO,79KG,F,2022
Oliver Taza,Francisco Cuneo,L,N/A,Chicago SPNGO,73KG,SF,2022
Oliver Taza,Ryan Aiken,L,Referee Decision,SUBVERSIV 7,83KG,4F,2022
Oliver Taza,Kyle Boehm,D,---,UFC Inv. 2,ABS,RR,2022
Oliver Taza,Jed Hue,L,Pts: 1x0,Polaris 22,86KG,SF,2022
Oliver Taza,Adam Wardzinski,L,Pts: 12x0,European NG,ABS,F,2022
Oliver Taza,Sebastian Rodriguez,L,Pts: 0x0,NoGi Worlds,85KG,8F,2022
Oliver Taza,Nick Griffith,L,RNC,UFC Invitational,ABS,SF,2022
Oliver Taza,Francisco Cuneo,W,Pts: 4x0,Dallas NGO,79KG,SF,2022
Oliver Taza,Nick Ronan,W,EBI/OT,EBI 19,77KG,SF,2022
Oliver Taza,Clay Mayfield,W,Triangle,Nashville NGO,ABS,SF,2022
Oliver Taza,Francisco Cuneo,W,Referee Decision,Atlanta SPNGO,79KG,SF,2022
Oliver Taza,Bryan Peterson,W,RNC,Chicago SPNGO,ABS,SF,2022
Oliver Taza,Andrea Seaver,W,Pts: 13x0,Chicago SPNGO,ABS,F,2022
Oliver Taza,Matheus Galvao,W,Pts: 16x2,Houston NGO,79KG,F,2022
Oliver Taza,Clay Mayfield,W,Reverse triangle,Houston NGO,ABS,4F,2022
Oliver Taza,Andre Porfirio,W,Pts: 2x0,Houston NGO,ABS,F,2022
Oliver Taza,Bo Nickal,D,---,UFC Inv. 2,ABS,RR,2022
Oliver Taza,Anthony Robinson,W,Pts: 5x1,Skilled Violence,85KG,SPF,2022
Oliver Taza,M. Szczecinski,W,Referee Decision,Polaris 22,86KG,4F,2022
Oliver Taza,Thomas Bracher,W,Pts: 2x0,European NG,ABS,R2,2022
Oliver Taza,Muslim Patsarigov,W,Referee Decision,European NG,ABS,4F,2022
Oliver Taza,Alexandre Jesus,W,Pts: 2x0,European NG,ABS,SF,2022
Oliver Taza,Claudio Calasans,W,Referee Decision,European NG,85KG,SF,2022
Oliver Taza,Alexandre Jesus,W,Pts: 4x0,European NG,85KG,F,2022
Oliver Taza,Taylor Pearman,W,Adv,European NG,85KG,4F,2022
Osamah Almarwai,Bebeto Oliveira,L,Pts: 8x4,Pan American,57KG,4F,2022
Osamah Almarwai,Thalison Soares,L,Points,SD Open,58KG,F,2022
Osamah Almarwai,Jonas Andrade,L,Triangle,World Champ.,57KG,R1,2022
Osamah Almarwai,Dustin Ordinario,W,Pts: 14x0,Austin WO,58KG,SF,2022
Osamah Almarwai,Dean Lewis,W,Katagatame,Austin WO,58KG,F,2022
Osamah Almarwai,Jorge Vasquez,W,Pts: 6x2,Dallas Open,57KG,SF,2022
Osamah Almarwai,Henrique Rossi,W,Pts: 2x0,Dallas Open,57KG,F,2022
Osamah Almarwai,Frank Cespedes,W,Pts: 4x2,LA Open,57KG,F,2022
Osamah Almarwai,Marko Oikaraine,W,Pts: 16x0,Pan American,57KG,R1,2022
Osamah Almarwai,Scott Finch,W,Anaconda choke,SD NGO,55KG,SF,2022
Osamah Almarwai,Willis Nunes,W,RNC,SD NGO,55KG,F,2022
Osamah Almarwai,Dustin Ordinario,W,RNC,Denver Open,58KG,RR,2022
Osamah Almarwai,Frank Cespedes,W,Pts: 6x4,Denver Open,58KG,F,2022
Osamah Almarwai,Nobohiro Sawada,W,Pts: 2x0,American NGN,55KG,F,2022
Osamah Almarwai,Antonio Villiatora,W,Pts: 6x0,Phoenix Open,57KG,F,2022
Osamah Almarwai,Ron Henderson,W,Referee Decision,F2W 209,N/A,SPF,2022
Osamah Almarwai,Henrique Rossi,W,Botinha,NoGi Worlds,55KG,4F,2022
Osamah Almarwai,Coco Izutsu,W,Pts: 6x4,NoGi Worlds,55KG,SF,2022
Osamah Almarwai,Roiter Lima,W,Pts: 0x0,NoGi Worlds,55KG,F,2022
Pablo Lavaselli,Alan Sanchez,L,EBI/OT,EBI 19,77KG,SF,2022
Pablo Lavaselli,Leo Silva,L,DQ,World Champ.,76KG,8F,2022
Pablo Lavaselli,Matheus Gabriel,L,50/50 armbar,Austin SMO,76KG,F,2022
Pablo Lavaselli,Israel Sousa,L,Pts: 2x0,Grand Slam MIA,69KG,SF,2022
Pablo Lavaselli,Ademir Barreto,L,Botinha,Grand Slam MIA,69KG,RPC,2022
Pablo Lavaselli,Luiz Paulo,L,Pts: 0x0,BJJ Stars,76KG,4F,2022
Pablo Lavaselli,Diego Sodre,L,Pts: 6x2,World Pro,69KG,F,2022
Pablo Lavaselli,Carlos Henrique,L,Pts: 4x2,Waco Open,76KG,F,2022
Pablo Lavaselli,Nathan Orchard,W,Kimura,EBI 19,77KG,R1,2022
Pablo Lavaselli,Aaron Harris,W,RNC,EBI 19,77KG,4F,2022
Pablo Lavaselli,Jadson Araujo,W,Pts: 3x0,SA Cont. Pro,77KG,4F,2022
Pablo Lavaselli,Wesley Possamai,W,RNC,SA Cont. Pro,77KG,SF,2022
Pablo Lavaselli,Lucas Protasio,W,Pts: 3x0,SA Cont. Pro,77KG,F,2022
Pablo Lavaselli,Leandro Lima,W,Pts: 2x2,Brasileiro,76KG,R1,2022
Pablo Lavaselli,Ygor Rodrigues,W,Choke from back,Brasileiro,76KG,4F,2022
Pablo Lavaselli,Vitor Oliveira,W,Pts: 0x0,Brasileiro,76KG,SF,2022
Pablo Lavaselli,Luiz Santos,W,Pts: 2x2,Brasileiro,76KG,F,2022
Pablo Lavaselli,Manuel Robert,W,Choke from back,Austin SMO,76KG,4F,2022
Pablo Lavaselli,Kevin Mahecha,W,Pts: 4x2,Austin SMO,76KG,SF,2022
Pablo Lavaselli,Cody Orrisson,W,Pts: 6x0,Austin SMNGO,73KG,4F,2022
Pablo Lavaselli,Lukete Silva,W,Pts: 4x4,Austin SMNGO,73KG,SF,2022
Pablo Lavaselli,Jordan Holy,W,Pts: 11x0,Austin SMNGO,73KG,F,2022
Pablo Lavaselli,Juan Calderon,W,Choke from back,Grand Slam MIA,69KG,R1,2022
Pablo Lavaselli,Suraj Budhram,W,Pts: 2x2,Grand Slam MIA,69KG,4F,2022
Pablo Lavaselli,Yue Goh,W,Pts: 2x0,JJ Con,76KG,R1,2022
Pablo Lavaselli,Eduardo Roque,W,Pts: 2x2,JJ Con,76KG,4F,2022
Pablo Lavaselli,Alef Brito,W,Choke from back,JJ Con,76KG,SF,2022
Pablo Lavaselli,Danilo Moreira,W,Choke from back,JJ Con,76KG,F,2022
Pablo Lavaselli,Elijah Dorsey,W,Referee Decision,Atlanta FO,76KG,SF,2022
Pablo Lavaselli,Kevin Mahecha,W,Pts: 2x0,Atlanta FO,76KG,F,2022
Pablo Lavaselli,Alexander Seaver,W,Choke from back,Nashville Open,76KG,SF,2022
Pablo Lavaselli,Kevin Mahecha,W,Points,Nashville Open,76KG,F,2022
Pablo Lavaselli,Larman Leon,W,Pts: 6x3,World Pro,69KG,R1,2022
Pablo Lavaselli,Abdullah Nabas,W,Triangle,World Pro,69KG,4F,2022
Pablo Lavaselli,Matias Estevez,W,Pts: 2x0,World Pro,69KG,SF,2022
Pablo Lavaselli,Felipe Brito,W,Choke from back,Waco Open,76KG,SF,2022
Pablo Lavaselli,Lucas Alcantara,W,Choke from back,Waco Open,ABS,4F,2022
Pablo Lavaselli,Filipe Pimentel,W,Pts: 2x2,Waco Open,ABS,SF,2022
Pablo Lavaselli,Arthur Detanico,W,Pts: 0x0,Waco Open,ABS,F,2022
Pablo Lavaselli,Leo Silva,W,Referee Decision,Waco NGO,79KG,SF,2022
Pablo Lavaselli,Matheus Galvao,W,Pts: 2x0,Waco NGO,79KG,F,2022
Pablo Mantovani,Raphael Veiga,L,Pts: 3x2,Dubai Pro,69KG,SF,2022
Pablo Mantovani,Thiago Macedo,L,Pts: 1x0,Grand Slam LDN,69KG,SF,2022
Pablo Mantovani,Sam McNally,L,Referee Decision,Dublin Open,70KG,F,2022
Pablo Mantovani,Raphael Veiga,W,Pts: 11x2,Abu Dhabi Pro,69KG,SF,2022
Pablo Mantovani,Wallace Ourique,W,Pts: 2x0,Abu Dhabi Pro,69KG,F,2022
Pablo Mantovani,Y. Souza,W,Pts: 1x0,Dubai Pro,69KG,3RD,2022
Pablo Mantovani,Caio Almeida,W,Choke from back,Grand Slam LDN,69KG,4F,2022
Pablo Mantovani,David Mosleh,W,Referee Decision,Dublin Open,70KG,SF,2022
Pablo Mantovani,Jefferson Gomes,W,Points,Rome Open,70KG,SF,2022
Pablo Mantovani,Haidar Abbas,W,Pts: 10x5,Brussels Pro,77KG,F,2022
PJ Barch,Giancarlo Bodoni,D,---,UFC Inv. 2,ABS,RR,2022
PJ Barch,Dante Leon,W,Referee Decision,GrappleFest 12,N/A,SPF,2022
PJ Barch,Christos Papadelos,W,RNC,UFC Inv. 2,ABS,RR,2022
PJ Barch,Jeremy Pere,W,RNC,SO Series VII,77KG,R1,2022
PJ Barch,John Combs,W,Cross face,SO Series VII,77KG,SF,2022
Paulo Gabriel Martins,Mica Galvao,L,Pts: 4x4,World Champ.,76KG,R1,2022
Paulo Miyao,Daniel Groot,W,Choke from back,European Open,64KG,R1,2022
Paulo Miyao,Ronald Alves,W,Pts: 6x6,European Open,64KG,4F,2022
Paulo Miyao,Huthayfah Penney,W,Pts: 0x0,European Open,64KG,SF,2022
Pedro Alex,Wildemar Matheus,L,Pts: 0x0,Rio SMO,O100KG,F,2022
Pedro Alex,Diogo Nascimento,L,Injury,Brasileiro,ABS,4F,2022
Pedro Alex,Mason Fowler,L,Choke from back,Brasileiro,O100KG,F,2022
